disease,risk_factor,region,sex,age,value
Ischemic Heart Disease,Physical Inactivity,Central sub-Saharan Africa,Female,70 to 79,1.51
Ischemic Heart Disease,Physical Inactivity,Central sub-Saharan Africa,Female,80 to 100,1.51
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Male,30 to 39,5.51
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Male,40 to 49,5.51
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Male,50 to 59,3.04
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Male,60 to 69,1.88
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Male,70 to 79,1.44
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Male,80 to 100,1.44
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Female,30 to 39,2.26
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Female,40 to 49,2.26
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Female,50 to 59,3.78
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Female,60 to 69,2.53
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Female,70 to 79,1.68
Ischemic Heart Disease,Tobacco,Central sub-Saharan Africa,Female,80 to 100,1.68
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,30 to 39,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,40 to 49,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,50 to 59,2.01
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,60 to 69,1.85
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,70 to 79,1.67
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,80 to 100,1.67
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,30 to 39,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,40 to 49,2.04
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,50 to 59,2.01
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,60 to 69,1.85
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,70 to 79,1.67
Ischemic Heart Disease,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,80 to 100,1.67
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,30 to 39,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,40 to 49,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,50 to 59,1.81
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,60 to 69,1.39
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,70 to 79,1.22
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,80 to 100,1.22
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,30 to 39,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,40 to 49,2.11
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,50 to 59,1.81
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,60 to 69,1.39
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,70 to 79,1.22
Ischemic Heart Disease,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,80 to 100,1.22
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,80 to 100,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,30 to 39,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,40 to 49,1.14
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,50 to 59,1.09
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,60 to 69,1.08
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,70 to 79,1.05
Ischemic Heart Disease,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,80 to 100,1.05
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,15 to 19,5.0
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,20 to 24,4.9
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,25 to 29,4.6
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,30 to 39,5.5
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,40 to 49,6.6
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,50 to 59,9.2
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,60 to 69,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,70 to 79,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Male,80 to 100,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,15 to 19,5.0
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,20 to 24,4.9
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,25 to 29,4.6
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,30 to 39,5.5
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,40 to 49,6.6
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,50 to 59,9.2
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,60 to 69,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,70 to 79,10.3
Ischemic Heart Disease,Mean sodium intake (g/day),Central sub-Saharan Africa,Female,80 to 100,10.3
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,15 to 19,1.27921943949255
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,20 to 24,1.27921943949255
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,25 to 29,1.27921943949255
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,30 to 39,1.26967027597799
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,40 to 49,1.2578158211626
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,50 to 59,1.2578158211626
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,60 to 69,1.22573385267207
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,70 to 79,1.18209290639047
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,80 to 100,1.18209290639047
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,15 to 19,1.11185430641557
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,20 to 24,1.11185430641557
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,25 to 29,1.11185430641557
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,30 to 39,1.10826276493725
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,40 to 49,1.1038006941934
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,50 to 59,1.1038006941934
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,60 to 69,1.09126252920853
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,70 to 79,1.07486811055253
Ischemic Stroke,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,80 to 100,1.07486811055253
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Male,30 to 39,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Male,40 to 49,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Male,50 to 59,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Male,60 to 69,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Male,70 to 79,1.21
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Male,80 to 100,1.21
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Female,30 to 39,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Female,40 to 49,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Female,50 to 59,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Female,60 to 69,1.23
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Female,70 to 79,1.21
Ischemic Stroke,Physical Inactivity,Central sub-Saharan Africa,Female,80 to 100,1.21
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Male,30 to 39,3.12
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Male,40 to 49,3.12
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Male,50 to 59,3.12
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Male,60 to 69,1.88
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Male,70 to 79,1.39
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Male,80 to 100,1.39
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Female,30 to 39,4.61
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Female,40 to 49,4.61
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Female,50 to 59,4.61
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Female,60 to 69,2.81
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Female,70 to 79,1.95
Ischemic Stroke,Tobacco,Central sub-Saharan Africa,Female,80 to 100,1.95
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,30 to 39,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,40 to 49,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,50 to 59,2.74
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,60 to 69,2.33
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,70 to 79,2.0
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Male,80 to 100,2.0
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,30 to 39,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,40 to 49,2.55
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,50 to 59,2.74
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,60 to 69,2.33
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,70 to 79,2.0
Ischemic Stroke,Mean systolic blood pressure (mmHG),Central sub-Saharan Africa,Female,80 to 100,2.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,30 to 39,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,40 to 49,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,50 to 59,1.37
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,60 to 69,1.12
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,70 to 79,1.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Male,80 to 100,1.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,30 to 39,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,40 to 49,1.51
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,50 to 59,1.37
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,60 to 69,1.12
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,70 to 79,1.0
Ischemic Stroke,Mean total cholesterol (mmol/L),Central sub-Saharan Africa,Female,80 to 100,1.0
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Male,80 to 100,1.05
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,30 to 39,1.14
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,40 to 49,1.14
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,50 to 59,1.1
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,60 to 69,1.08
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,70 to 79,1.05
Ischemic Stroke,Mean BMI (kg/m2),Central sub-Saharan Africa,Female,80 to 100,1.05
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,15 to 19,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,20 to 24,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,25 to 29,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,30 to 39,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,40 to 49,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,50 to 59,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,60 to 69,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,70 to 79,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Male,80 to 100,1.0
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,15 to 19,1.4325208852522366
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,20 to 24,1.4325208852522366
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,25 to 29,1.4325208852522366
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,30 to 39,1.4384027290109747
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,40 to 49,1.444698162906985
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,50 to 59,1.444698162906985
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,60 to 69,1.43939350482899
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,70 to 79,1.4136582321938702
Breast Cancer,Hazardous and harmful alcohol use,Central sub-Saharan Africa,Female,80 to 100,1.4136582321938702
